fips,county_name,pcp_rate_per_100k,pcp_ratio,mental_health_provider_rate_per_100k,mental_health_provider_ratio,dentist_rate_per_100k,dentist_ratio,uninsured_pct,preventable_hospitalization_rate,child_poverty_pct,life_expectancy_years,median_household_income,rural_pct,population,hpsa_active_count,hpsa_max_score,hpsa_underserved_population,heart_disease_pct,asthma_pct,depression_pct,diabetes_pct,fair_or_poor_health_pct,frequent_mental_distress_pct,high_blood_pressure_pct,no_physical_activity_pct,obesity_pct,annual_checkup_pct,heart_disease_pct_source_type,asthma_pct_source_type,depression_pct_source_type,diabetes_pct_source_type,fair_or_poor_health_pct_source_type,frequent_mental_distress_pct_source_type,high_blood_pressure_pct_source_type,no_physical_activity_pct_source_type,obesity_pct_source_type,annual_checkup_pct_source_type
48241,Jasper,36.39121,2748:1,55.055969999999995,1816:1,36.94126,2707:1,20.229903345,2086.0,23.6,71.032609139,58113,77.856276531,32694,1,14.0,5272.0,6.6,11.2,25.9,12.9,25.3,21.4,36.8,31.6,41.2,72.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48243,Jeff Davis,51.30836,1949:1,215.51724000000002,464:1,0.0,1903:0,22.162162162,1345.0,23.1,79.740956446,63614,100.0,1856,1,10.0,796.0,6.4,10.1,24.3,13.1,24.5,18.7,33.9,30.0,38.0,73.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48245,Jefferson,47.69337,2097:1,138.7696,721:1,64.98425,1539:1,20.498213374,2984.0,23.6,73.36571862,59298,9.8469550845,251496,4,23.0,47503.0,6.2,10.6,21.5,14.2,25.8,19.2,37.4,31.3,41.2,74.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48247,Jim Hogg,20.82899,4801:1,,,20.995169999999998,4763:1,21.422986708,6214.0,36.6,72.518928415,44736,100.0,4720,1,23.0,4543.0,8.0,9.2,20.5,20.2,39.6,18.9,38.1,46.6,45.7,70.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48249,Jim Wells,30.89042,3237:1,106.04728,943:1,33.48272,2987:1,18.9908114,2822.0,29.9,71.179592946,50814,50.083566892,38662,2,19.0,13227.0,6.5,9.1,20.5,16.2,31.7,17.9,34.6,39.4,40.8,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48251,Johnson,40.58095,2464:1,98.56781000000001,1015:1,40.407970000000006,2475:1,18.2676889,3917.0,12.8,75.363574235,83229,46.472736165,202906,0,,0.0,5.4,10.2,23.4,11.0,20.7,18.4,32.1,26.7,33.1,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48253,Jones,10.06391,9937:1,24.532649999999997,4076:1,10.03261,9968:1,17.881587953,3353.0,21.6,73.628166782,51671,100.0,20381,2,16.0,4621.0,6.5,9.5,21.3,12.9,25.2,18.5,35.9,30.7,38.8,71.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48255,Karnes,27.111289999999997,3689:1,13.31735,7509:1,60.663250000000005,1648:1,18.336755647,2382.0,26.5,74.057265306,62059,100.0,15018,2,15.0,1028.0,6.5,9.2,20.3,14.4,28.2,17.9,35.9,34.5,39.3,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48257,Kaufman,20.91679,4781:1,106.62933,938:1,38.29061,2612:1,16.822891947,3082.0,13.4,74.749231714,90064,41.922097584,185690,0,,0.0,5.4,10.4,21.9,11.5,21.6,18.0,33.3,27.6,37.6,73.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48259,Kendall,85.49201000000001,1170:1,237.44979,421:1,81.67765999999999,1224:1,15.268503595,1247.0,8.8,79.802887754,112618,56.803450846,50537,0,,0.0,4.5,9.3,21.5,8.8,15.1,15.8,29.0,19.9,34.1,73.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48261,Kenedy,0.0,340:0,0.0,343:0,0.0,358:0,37.68115942,,20.8,,43037,100.0,343,1,5.0,51.0,6.4,9.4,20.5,14.9,31.8,18.3,32.6,38.0,37.9,69.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48263,Kent,0.0,749:0,0.0,734:0,0.0,740:0,11.290322581,2621.0,14.6,,62437,100.0,734,2,15.0,670.0,4.7,9.8,24.0,9.3,17.1,17.6,29.4,22.4,33.1,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48265,Kerr,80.88636000000001,1236:1,339.42316999999997,295:1,72.57029,1378:1,19.03238812,1897.0,19.4,76.53702355,64662,39.45777406,53915,1,8.0,211.0,5.5,9.8,23.3,10.8,20.2,17.9,31.2,25.7,35.3,72.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48267,Kimble,91.63803,1091:1,90.04952999999999,1111:1,67.84261000000001,1474:1,21.579460513,906.0,34.7,78.568689558,54562,100.0,4442,2,15.0,1480.0,6.1,10.2,24.8,11.7,23.2,19.2,33.3,28.7,37.5,72.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48269,King,0.0,258:0,0.0,217:0,0.0,233:0,20.304568528,,10.2,,85720,100.0,217,1,6.0,189.0,6.7,10.6,25.5,12.2,24.1,20.2,35.0,29.1,37.8,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48271,Kinney,,,,,0.0,3128:0,12.874870734,1132.0,26.0,76.738521278,53572,100.0,3148,1,7.0,987.0,6.1,8.8,20.3,13.2,24.4,16.8,33.5,30.5,38.4,71.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48273,Kleberg,42.435120000000005,2357:1,66.51369,1503:1,59.28462999999999,1687:1,19.118889559,3475.0,29.1,73.430634575,52903,19.635953608,30069,1,10.0,2176.0,6.3,9.1,20.7,15.4,28.2,17.4,34.1,35.4,40.0,72.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48275,Knox,29.841839999999998,3351:1,,,0.0,3273:0,20.928433269,2516.0,32.0,71.013358167,55414,100.0,3302,1,10.0,1318.0,6.0,10.2,23.9,12.5,24.2,19.2,34.1,30.6,38.0,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48283,La Salle,,,76.48769,1307:1,,,22.345445965,1604.0,31.6,73.211939126,48675,100.0,6537,2,21.0,5913.0,6.9,8.9,19.7,16.6,34.1,18.1,35.4,40.9,40.9,69.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48277,Lamar,43.91393,2277:1,125.17848,799:1,49.52064,2019:1,18.188137739,4303.0,28.7,72.39741555,56275,47.508385242,51127,1,15.0,10573.0,6.1,11.1,25.6,11.9,23.0,20.4,35.2,28.8,38.7,72.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48279,Lamb,23.25942,4299:1,39.33601,2542:1,15.71833,6362:1,23.036901436,1970.0,25.2,72.173581789,57113,56.872364891,12711,2,15.0,5686.0,6.3,9.6,22.1,14.3,28.3,18.6,34.1,34.9,40.4,71.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48281,Lampasas,44.93978,2225:1,81.67827,1224:1,13.16656,7595:1,17.51409307,2692.0,17.1,74.824030856,71484,66.134923938,23262,1,12.0,8596.0,5.6,10.2,24.9,11.0,20.4,19.0,32.2,26.1,34.8,72.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48285,Lavaca,58.41121,1712:1,34.02849,2939:1,24.28481,4118:1,14.954169605,4306.0,16.2,77.29095461,64145,82.386782711,20571,1,13.0,3701.0,5.7,10.3,24.6,11.1,21.4,19.1,32.8,27.4,36.8,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48287,Lee,22.59121,4427:1,43.859649999999995,2280:1,22.27916,4489:1,20.317844926,3271.0,15.9,76.33094706,71112,100.0,18240,1,11.0,10357.0,6.2,10.3,24.0,12.4,24.3,19.4,34.8,30.4,39.6,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48289,Leon,,,36.28008,2756:1,24.67765,4052:1,21.78030303,2573.0,21.2,73.255877876,59488,100.0,16538,1,16.0,14592.0,6.0,10.5,25.0,11.4,22.5,19.8,33.5,28.3,36.4,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48291,Liberty,21.511760000000002,4649:1,29.55519,3384:1,28.4336,3517:1,22.579156609,4178.0,20.4,72.77372493,72329,77.370454446,108272,2,21.0,64794.0,6.6,10.5,23.5,13.8,27.9,20.0,35.5,34.8,40.0,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48293,Limestone,40.689,2458:1,53.932579999999994,1854:1,35.950210000000006,2782:1,19.758934996,3557.0,25.6,72.638252724,53482,69.922333604,22250,4,20.0,8109.0,6.3,10.6,23.8,13.1,25.0,19.7,36.2,31.2,39.9,73.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48295,Lipscomb,,,,,0.0,2854:0,21.686746988,1488.0,16.9,76.167092435,67386,100.0,2906,1,15.0,2902.0,6.0,9.8,23.0,12.1,23.4,18.2,32.8,29.2,36.9,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48297,Live Oak,,,17.26519,5792:1,26.25131,3809:1,21.340574911,1491.0,23.5,76.512319946,59202,100.0,11584,2,21.0,6395.0,6.8,9.7,22.0,14.2,28.0,18.8,36.0,33.7,40.1,71.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48299,Llano,68.25007,1465:1,61.20219,1634:1,53.23869,1878:1,19.647017296,2456.0,21.2,76.20528188,71475,50.214188203,22875,1,16.0,6178.0,5.4,10.1,24.6,10.1,19.2,18.2,31.4,24.5,36.7,72.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48301,Loving,0.0,57:0,0.0,43:0,0.0,51:0,2.2222222222,,7.7,,86760,100.0,43,1,5.0,54.0,,,,,,,,,,,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48303,Lubbock,78.86761,1268:1,222.15991,450:1,60.77571999999999,1645:1,16.255482559,2415.0,19.9,73.426424368,57883,10.520572111,320940,4,22.0,1832697.0,5.6,9.7,22.4,12.0,21.7,17.7,31.9,28.6,37.1,72.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48305,Lynn,105.48523000000002,948:1,52.074290000000005,1920:1,17.4703,5724:1,16.733067729,3848.0,21.4,71.856984599,57338,100.0,5761,2,19.0,1723.0,6.4,9.9,23.5,13.4,26.0,18.9,34.3,31.6,38.5,72.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48313,Madison,21.86908,4573:1,21.83088,4581:1,21.960330000000003,4554:1,24.304148448,3882.0,22.5,72.852207345,53301,100.0,13742,1,16.0,2930.0,6.3,10.1,22.1,12.9,25.4,19.0,35.9,31.5,38.0,72.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48315,Marion,,,20.89646,4786:1,10.460249999999998,9560:1,16.744321491,2728.0,33.3,71.120878279,47660,100.0,9571,1,14.0,9522.0,6.5,11.3,25.4,12.8,24.5,20.9,36.7,30.0,39.1,73.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48317,Martin,19.190170000000002,5211:1,,,19.1681,5217:1,21.090512541,4818.0,15.9,71.540954845,81637,100.0,5216,1,14.0,1205.0,5.4,9.6,22.2,11.5,22.5,18.0,31.5,29.3,35.6,71.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48319,Mason,,,76.31645999999999,1310:1,25.11301,3982:1,23.957955781,1771.0,20.8,75.291545231,62435,100.0,3931,1,9.0,354.0,5.2,9.7,23.5,9.9,18.9,17.2,30.3,23.9,34.3,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48321,Matagorda,35.76932,2796:1,55.00701,1818:1,35.98616,2779:1,21.62088194,4992.0,26.4,73.592700413,58996,46.735622673,36359,2,19.0,13316.0,6.3,10.0,22.7,13.9,26.4,18.6,35.0,32.7,39.5,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48323,Maverick,24.11465,4147:1,36.356080000000006,2751:1,22.47463,4449:1,26.261350652,3991.0,29.2,72.717515275,46052,6.5714236357,57762,3,19.0,3482.0,6.6,8.9,19.6,18.1,34.9,17.8,35.0,42.2,44.6,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48307,McCulloch,39.82477,2511:1,26.83843,3726:1,26.67734,3749:1,22.325415253,2192.0,28.0,71.060843222,47814,35.950196592,7452,1,14.0,1643.0,6.0,10.1,24.2,11.9,23.5,19.1,33.0,30.1,36.7,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48309,McLennan,76.77251,1303:1,214.83117000000001,465:1,55.46478,1803:1,18.525736717,2987.0,20.2,75.316297346,63377,24.021889715,268583,2,11.0,9397.0,5.8,10.4,23.7,12.2,22.5,18.5,33.9,28.1,36.1,73.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48311,McMullen,0.0,608:0,176.05634,568:1,0.0,576:0,15.919282511,,18.6,,71112,100.0,568,1,7.0,623.0,6.7,9.7,22.8,14.1,26.6,19.0,35.2,33.2,39.1,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48325,Medina,28.8567,3465:1,58.39736,1712:1,22.3368,4477:1,16.691148597,2450.0,18.3,76.65849759,70707,84.261448727,54797,1,10.0,4674.0,5.4,9.2,21.2,12.4,22.7,16.9,33.4,29.6,39.6,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48327,Menard,50.45409,1982:1,,,50.81301,1968:1,25.804038893,1531.0,34.4,74.823710284,45438,100.0,1958,2,21.0,1920.0,5.9,10.0,23.5,12.1,24.3,18.6,32.5,30.0,37.6,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48329,Midland,38.10227,2625:1,99.93902,1001:1,61.62827,1623:1,18.852856077,2708.0,13.8,75.55080593,94375,13.721372137,177108,2,21.0,24682.0,5.1,9.4,21.0,11.4,20.5,16.8,31.8,27.0,35.8,72.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48331,Milam,3.98311,25106:1,23.1205,4325:1,15.60793,6407:1,19.276623573,3797.0,22.5,74.697277951,63456,57.118041529,25951,1,14.0,16004.0,5.9,10.2,23.9,11.9,23.1,19.0,34.1,29.5,37.3,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48333,Mills,22.32143,4480:1,131.92612,758:1,44.44444,2250:1,21.623335447,2379.0,22.4,75.39069009,56328,100.0,4548,1,13.0,1870.0,5.4,9.9,24.1,9.9,18.9,18.2,30.7,24.3,33.6,72.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48335,Mitchell,55.12679,1814:1,,,11.18193,8943:1,16.669703042,2343.0,22.5,73.299886326,53255,35.050055617,9075,1,14.0,1337.0,6.5,9.3,20.9,13.5,26.2,18.2,35.9,32.2,39.1,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48337,Montague,24.499,4082:1,18.52023,5400:1,28.485970000000002,3511:1,20.936050769,3128.0,17.5,71.699490065,60336,72.857500626,21598,1,8.0,1207.0,5.8,10.5,25.9,10.5,20.9,19.8,32.2,26.6,35.0,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48339,Montgomery,63.18521,1583:1,128.76852,777:1,50.84821,1967:1,15.476614542,3315.0,13.5,78.218318321,92578,22.876235206,711354,2,21.0,0.0,5.0,9.5,21.7,10.4,17.8,16.8,30.1,23.1,31.4,72.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48341,Moore,33.14708,3017:1,37.75366,2649:1,33.33968,2999:1,26.122471356,2818.0,20.7,74.811688435,64003,31.458938103,21190,1,17.0,7756.0,6.5,9.4,21.2,14.7,29.0,18.4,34.4,36.0,39.1,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48343,Morris,24.937659999999997,4010:1,33.150999999999996,3017:1,41.380449999999996,2417:1,16.707880873,3630.0,30.5,71.343691867,51598,100.0,12066,1,13.0,5469.0,6.1,11.2,24.9,12.5,23.6,20.4,36.1,29.7,39.1,73.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48345,Motley,0.0,1067:0,,,0.0,1032:0,16.459197787,,28.4,,48952,100.0,1020,1,9.0,1267.0,5.7,10.2,24.5,10.5,20.8,19.0,32.2,26.3,35.8,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48347,Nacogdoches,71.13255,1406:1,154.49331,647:1,58.585919999999994,1707:1,19.161092531,3250.0,24.5,73.540208245,52516,47.826086957,65375,2,19.0,13563.0,6.4,10.9,24.4,13.0,24.7,19.8,35.1,30.5,35.4,73.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48349,Navarro,27.98977,3573:1,75.49205,1325:1,36.6059,2732:1,18.708627974,3597.0,21.6,73.762759573,59659,53.671328671,55635,2,14.0,11776.0,6.4,10.6,23.9,13.5,25.9,19.7,35.2,32.3,38.5,72.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48351,Newton,8.16927,12241:1,24.919010000000004,4013:1,,,20.439392283,4112.0,26.9,71.774971825,51302,100.0,12039,1,18.0,10606.0,7.4,11.6,26.8,14.1,28.7,22.8,38.4,34.6,42.6,72.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48353,Nolan,47.95506,2085:1,90.87096000000001,1100:1,55.27534000000001,1809:1,18.932918933,4057.0,27.7,73.480651442,53370,29.624100963,14306,1,15.0,3565.0,6.8,10.2,24.0,14.0,27.8,19.8,35.7,34.5,40.8,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48355,Nueces,79.01914000000001,1266:1,164.06984,609:1,58.29261999999999,1715:1,19.423869449,2836.0,24.7,74.563415034,63669,6.2770047964,352289,3,14.0,18098.0,5.7,9.3,20.4,14.5,26.1,17.0,34.0,31.3,40.0,72.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48357,Ochiltree,40.89143,2446:1,20.61006,4852:1,41.64064,2402:1,28.089210368,4479.0,15.4,73.922587315,71770,16.215676485,9704,1,17.0,3322.0,6.3,9.5,22.2,13.5,26.6,18.2,33.9,33.5,39.6,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48359,Oldham,0.0,1717:0,280.42625,357:1,0.0,1752:0,15.581395349,,27.4,76.35665697,68640,100.0,1783,1,12.0,1704.0,5.8,10.2,25.0,11.3,21.3,19.0,32.3,27.4,35.3,72.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48361,Orange,16.52073,6053:1,37.32997,2679:1,32.96677,3033:1,14.639029893,2825.0,19.3,71.899565011,66029,36.068531271,85722,1,16.0,61018.0,5.8,10.6,25.6,10.9,20.9,19.8,33.5,26.7,38.2,72.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48363,Palo Pinto,48.80429,2049:1,26.89347,3718:1,34.2009,2924:1,20.700829589,2804.0,26.4,73.152970477,55417,50.378401211,29747,1,16.0,9513.0,6.1,10.4,25.1,11.6,23.2,19.9,33.0,29.2,39.4,71.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
