fips,county_name,pcp_rate_per_100k,pcp_ratio,mental_health_provider_rate_per_100k,mental_health_provider_ratio,dentist_rate_per_100k,dentist_ratio,uninsured_pct,preventable_hospitalization_rate,child_poverty_pct,life_expectancy_years,median_household_income,rural_pct,population,hpsa_active_count,hpsa_max_score,hpsa_underserved_population,heart_disease_pct,asthma_pct,depression_pct,diabetes_pct,fair_or_poor_health_pct,frequent_mental_distress_pct,high_blood_pressure_pct,no_physical_activity_pct,obesity_pct,annual_checkup_pct,heart_disease_pct_source_type,asthma_pct_source_type,depression_pct_source_type,diabetes_pct_source_type,fair_or_poor_health_pct_source_type,frequent_mental_distress_pct_source_type,high_blood_pressure_pct_source_type,no_physical_activity_pct_source_type,obesity_pct_source_type,annual_checkup_pct_source_type
48365,Panola,22.050720000000002,4535:1,26.272,3806:1,26.45853,3780:1,18.200684278,3689.0,18.7,71.1710643,63482,71.864301276,22838,1,13.0,11686.0,5.8,10.8,24.7,11.3,21.5,19.6,34.0,27.3,37.5,73.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48367,Parker,38.27409,2613:1,72.62499,1377:1,34.37172,2909:1,15.68481108,2493.0,9.3,76.894999265,98121,64.348072486,173494,1,14.0,0.0,5.1,10.0,24.7,9.2,17.3,17.8,30.4,22.6,35.0,73.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48369,Parmer,10.19056,9813:1,10.39825,9617:1,10.39501,9620:1,24.350729656,2629.0,17.3,75.666256937,62913,100.0,9617,1,14.0,9659.0,5.9,9.1,20.5,13.5,26.5,17.3,32.3,33.2,37.4,70.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48371,Pecos,46.30242,2160:1,27.35417,3656:1,27.14625,3684:1,22.4454068,1317.0,24.0,72.494175611,58265,43.717501481,14623,4,22.0,4111.0,6.7,8.7,19.6,16.0,30.4,17.5,35.5,37.3,39.9,70.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48373,Polk,48.17048,2076:1,64.59232999999999,1548:1,41.31068,2421:1,18.97228199,1761.0,30.0,70.110499109,57009,88.843445125,54186,2,20.0,15373.0,6.5,10.6,25.4,12.5,25.0,20.2,35.3,31.1,38.3,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48375,Potter,87.51834,1143:1,306.15716000000003,327:1,61.39479,1629:1,22.888536304,2926.0,22.8,70.816868542,51177,11.264290234,114647,2,10.0,263025.0,6.7,10.1,23.1,14.4,28.2,19.5,36.3,34.6,42.0,72.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48377,Presidio,48.859930000000006,2047:1,86.28128,1159:1,,,33.543733093,1950.0,35.2,81.259029496,42699,100.0,5795,1,16.0,3188.0,7.2,9.2,20.6,17.8,34.4,18.3,35.9,41.0,42.5,71.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48379,Rains,7.9942400000000005,12509:1,53.904199999999996,1855:1,15.596969999999999,6412:1,21.657977059,3285.0,20.8,75.296977363,63796,100.0,12986,1,12.0,8924.0,5.6,10.3,25.2,10.3,19.7,19.1,32.0,25.3,35.6,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48381,Randall,54.91679,1821:1,132.20465000000002,756:1,60.90051,1642:1,12.963741418,2759.0,10.7,76.346804678,81705,16.977258034,148255,2,14.0,250951.0,5.1,9.8,23.8,10.0,18.3,17.6,31.1,23.2,35.4,73.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48383,Reagan,30.740850000000002,3253:1,,,0.0,3135:0,20.934444042,1127.0,14.4,73.927034995,72585,100.0,3141,1,12.0,444.0,5.7,8.6,19.6,13.7,25.0,16.7,33.1,32.9,38.7,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48385,Real,70.77140999999999,1413:1,35.038540000000005,2854:1,70.42254,1420:1,20.65945389,2210.0,34.2,71.206601359,49014,100.0,2854,1,18.0,2542.0,6.4,10.4,25.0,12.6,25.2,19.8,34.3,31.5,38.4,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48387,Red River,25.96279,3852:1,34.25244,2920:1,25.99203,3847:1,19.105595879,4140.0,27.1,68.181879328,49265,100.0,11678,1,18.0,8283.0,6.5,11.2,25.8,12.5,24.3,20.9,36.1,29.8,38.7,73.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48389,Reeves,34.5137,2897:1,,,15.49787,6453:1,21.997929607,3494.0,23.6,73.616859873,57179,11.303227556,11770,2,19.0,3045.0,6.8,8.7,19.5,17.5,33.8,17.9,35.5,41.6,41.0,70.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48391,Refugio,14.801659999999998,6756:1,,,30.15682,3316:1,18.538114834,3972.0,26.4,73.381851564,52641,100.0,6666,1,13.0,3036.0,6.2,9.7,22.2,14.0,27.1,18.7,34.3,34.0,40.1,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48393,Roberts,0.0,797:0,0.0,840:0,0.0,803:0,12.33974359,,11.3,,76634,100.0,840,1,7.0,778.0,4.8,9.9,24.6,8.9,16.2,18.1,29.6,21.9,33.8,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48395,Robertson,11.79384,8479:1,23.16558,4317:1,5.82988,17153:1,17.39552964,4167.0,25.2,74.183443629,60078,100.0,17267,2,16.0,15024.0,5.9,10.6,23.4,12.3,23.7,19.4,34.6,29.7,38.0,73.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48397,Rockwall,66.162,1511:1,186.58564,536:1,69.80066000000001,1433:1,11.167668286,2627.0,6.5,79.064153263,118175,13.735983454,131307,0,,0.0,4.4,9.6,22.0,8.7,14.8,15.9,29.1,20.1,34.4,73.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48399,Runnels,70.40129,1420:1,50.66883,1974:1,20.28603,4930:1,20.72572314,5346.0,23.3,72.750394361,61643,100.0,9868,1,15.0,1000.0,5.8,9.7,23.1,11.8,22.7,18.4,32.3,29.4,36.1,71.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48401,Rusk,22.75183,4395:1,30.14375,3317:1,33.750209999999996,2963:1,18.993506494,4153.0,17.1,73.641096741,65812,64.074769219,53079,2,17.0,12283.0,6.1,10.4,23.2,12.2,23.2,19.2,35.7,29.0,37.5,72.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48403,Sabine,19.9223,5020:1,29.68534,3369:1,29.856689999999997,3349:1,19.287663363,2889.0,30.4,70.348215199,58723,100.0,10106,1,16.0,5671.0,6.2,11.0,26.2,11.1,22.1,20.4,34.1,27.2,35.8,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48405,San Augustine,25.24615,3961:1,25.533,3917:1,50.91002,1964:1,19.610274579,3577.0,31.8,70.621715506,50908,100.0,7833,1,12.0,1649.0,7.7,11.8,26.7,15.2,30.6,22.7,40.0,36.0,43.9,73.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48407,San Jacinto,7.17412,13939:1,17.279510000000002,5787:1,3.52759,28348:1,20.166782488,4205.0,25.5,73.590584793,66009,100.0,28936,1,17.0,25024.0,6.4,10.7,25.4,12.7,25.1,20.4,35.6,30.5,39.1,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48409,San Patricio,22.955849999999998,4356:1,49.53297,2019:1,40.0263,2498:1,18.918367694,2669.0,25.6,73.152759822,61411,27.832157661,70660,1,18.0,22363.0,6.0,9.6,21.1,13.9,26.7,18.1,35.5,34.0,41.3,71.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48411,San Saba,34.32298,2914:1,34.21728,2923:1,17.17033,5824:1,27.230411171,2559.0,25.9,74.74117245,52325,100.0,5845,1,15.0,5205.0,6.2,9.7,22.9,12.0,24.1,18.6,33.6,29.8,37.0,71.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48413,Schleicher,,,83.64701,1196:1,0.0,2357:0,23.118865867,1451.0,22.2,78.927836803,60063,100.0,2391,1,17.0,2411.0,5.5,9.2,21.4,11.9,22.9,17.1,31.2,29.1,36.4,71.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48415,Scurry,59.4389,1682:1,55.514430000000004,1801:1,53.93743,1854:1,20.874813828,2670.0,21.3,72.882027211,69881,31.80368533,16212,1,15.0,3011.0,5.9,9.6,22.5,12.4,23.7,18.1,33.0,30.5,38.6,72.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48417,Shackelford,31.13325,3212:1,30.969340000000003,3229:1,0.0,3186:0,20.517928287,2332.0,18.9,75.569028054,68681,100.0,3229,2,19.0,3134.0,5.2,10.0,24.6,9.5,17.5,17.9,30.5,22.5,33.8,72.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48419,Shelby,16.709139999999998,5985:1,78.58059,1273:1,29.15695,3430:1,22.434441462,4473.0,24.0,71.275456239,54359,78.673715761,24179,2,21.0,20190.0,6.8,11.0,24.8,13.7,27.4,20.8,37.2,33.8,41.3,73.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48421,Sherman,,,,,0.0,2799:0,27.338744126,3023.0,17.5,77.685065876,66202,100.0,2678,1,13.0,2400.0,5.4,9.3,21.6,11.2,21.6,17.0,30.8,27.7,35.7,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48423,Smith,98.65675,1014:1,185.14818,540:1,64.48359,1551:1,18.568299227,3323.0,17.1,75.422748073,71348,34.924768395,245209,2,14.0,25291.0,5.5,10.5,23.9,11.7,20.6,18.5,33.4,26.4,37.9,73.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48425,Somervell,73.92544,1353:1,50.56634,1978:1,40.996210000000005,2439:1,16.393652419,2041.0,12.7,76.704146105,78913,100.0,9888,0,,0.0,5.2,9.9,24.3,9.8,18.4,18.1,30.7,24.2,33.9,72.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48427,Starr,25.73847,3885:1,31.850029999999997,3140:1,15.214220000000001,6573:1,24.997810743,4460.0,37.0,73.93294329,38824,28.59526699,65934,1,20.0,48015.0,7.8,9.3,21.0,20.5,40.8,19.2,37.5,47.6,45.8,70.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48429,Stephens,32.70468,3058:1,64.2192,1557:1,31.94888,3130:1,20.74695122,3628.0,26.1,73.741612122,59099,40.0615317,9343,1,17.0,2602.0,6.1,9.9,23.6,11.8,23.2,18.9,33.5,28.9,37.0,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48431,Sterling,0.0,1381:0,,,0.0,1417:0,14.168039539,3145.0,14.6,,80859,100.0,1397,1,13.0,1355.0,4.5,9.3,21.9,9.4,17.1,16.7,28.7,23.2,33.2,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48433,Stonewall,82.16927,1217:1,164.20361,609:1,0.0,1182:0,16.357308585,2839.0,22.4,,56413,100.0,1218,2,16.0,432.0,5.9,10.2,24.4,11.5,22.7,19.4,33.1,29.1,36.7,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48435,Sutton,120.51823,830:1,,,62.16972,1609:1,21.31661442,4157.0,18.8,74.13947649,63893,100.0,3221,1,13.0,1538.0,6.1,9.2,21.2,14.0,27.1,17.8,33.1,34.1,38.6,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48437,Swisher,14.269409999999999,7008:1,,,14.53277,6881:1,28.055993691,1434.0,28.0,70.302928349,52350,100.0,6955,1,18.0,3502.0,7.2,9.8,22.3,15.5,30.2,19.2,37.5,36.5,41.4,71.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48439,Tarrant,58.26538,1716:1,196.34009,509:1,63.724270000000004,1569:1,18.163880326,3447.0,14.2,76.987789689,80083,1.2281582837,2182947,4,21.0,2374824.0,5.1,10.0,22.6,11.4,20.7,17.5,31.1,27.8,33.1,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48441,Taylor,66.98017,1493:1,232.91291,429:1,88.17674,1134:1,18.6667563,3551.0,15.3,73.483957951,62128,17.506005251,146836,1,15.0,26821.0,5.5,10.0,23.4,11.3,20.5,18.3,33.0,26.5,35.7,72.9,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48443,Terrell,0.0,724:0,0.0,687:0,0.0,693:0,19.130434783,,21.5,,47947,100.0,687,1,7.0,851.0,4.6,8.7,20.3,10.4,17.6,15.5,29.4,23.8,34.3,72.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48445,Terry,34.030969999999996,2939:1,8.66026,11547:1,51.871700000000004,1928:1,23.591665748,4327.0,29.4,70.843939573,44361,30.149606965,11547,1,18.0,4812.0,6.8,9.7,22.2,15.1,30.3,19.1,35.5,36.8,41.2,71.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48447,Throckmorton,66.88963,1495:1,65.5308,1526:1,0.0,1550:0,19.357638889,3760.0,20.9,,51546,100.0,1526,1,7.0,573.0,6.0,10.3,25.6,11.0,21.0,19.5,33.2,26.9,36.3,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48449,Titus,41.68938,2399:1,92.48334,1081:1,67.29044,1486:1,24.176034259,2513.0,20.2,74.520283758,57559,50.654462828,31357,2,15.0,3696.0,6.5,10.2,22.9,14.0,27.9,19.4,35.1,34.5,38.8,72.3,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48451,Tom Green,72.02017,1389:1,215.86299,463:1,64.76465999999999,1544:1,18.064583225,3974.0,17.1,74.908459923,60379,16.683749573,119057,2,16.0,13446.0,5.6,9.6,23.4,11.9,22.0,17.9,32.7,28.6,37.5,72.6,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48453,Travis,83.74491,1194:1,403.15785,248:1,76.14389,1313:1,12.790547809,2306.0,12.0,80.372919943,97544,5.1106505409,1334961,2,19.0,0.0,4.6,9.1,21.6,9.5,16.1,15.5,28.0,20.3,30.1,73.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48455,Trinity,14.46445,6914:1,42.170370000000005,2371:1,7.1449,13996:1,17.567038559,4243.0,28.6,72.088702401,49277,100.0,14228,1,17.0,10118.0,6.2,10.9,25.9,11.8,23.1,20.5,34.6,29.1,37.8,72.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48457,Tyler,24.90412,4015:1,34.344030000000004,2912:1,9.98502,10015:1,19.147366868,3281.0,23.8,71.637269673,54438,100.0,20382,1,14.0,10861.0,6.8,10.8,25.3,12.7,26.0,20.8,37.0,31.6,39.4,72.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48459,Upshur,21.5445,4642:1,46.20965,2164:1,14.12163,7081:1,17.476152971,2931.0,18.6,73.364765688,61533,80.690599628,43281,1,16.0,12291.0,6.1,10.8,26.0,11.4,22.3,20.4,33.7,28.2,37.3,72.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48461,Upton,,,,,0.0,3152:0,19.651162791,2138.0,21.5,74.858690425,59047,100.0,3109,2,16.0,2461.0,6.6,9.8,22.6,14.8,29.2,19.3,34.9,36.3,41.2,71.1,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48463,Uvalde,32.35068,3091:1,84.13462,1189:1,36.08661,2771:1,22.924250736,2662.0,32.4,72.078869588,49006,35.165282527,24960,2,19.0,5547.0,6.1,9.2,21.0,14.6,27.7,17.5,33.7,34.1,41.0,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48465,Val Verde,33.63889,2973:1,64.96228,1539:1,29.40806,3400:1,21.448739668,2572.0,30.1,74.883973891,56619,10.30975497,47720,2,14.0,14504.0,6.2,8.8,19.4,15.7,29.8,17.1,33.3,36.7,38.8,70.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48467,Van Zandt,8.15993,12255:1,40.625,2462:1,20.68121,4835:1,19.235163249,3111.0,16.8,73.838664901,66356,100.0,64000,1,16.0,19533.0,5.8,10.5,26.1,10.7,21.0,19.8,32.9,27.0,35.9,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48469,Victoria,72.55618,1378:1,178.9143,559:1,59.298300000000005,1686:1,19.129092861,4138.0,20.0,74.731759515,69442,27.741214862,91664,1,9.0,3788.0,5.8,9.7,22.1,12.9,24.3,18.2,32.4,30.9,37.6,71.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48471,Walker,26.93102,3713:1,62.75533,1593:1,38.03728,2629:1,18.622626809,3500.0,22.6,76.562462605,56863,43.17408377,81268,1,18.0,22204.0,6.6,10.0,22.3,13.8,24.9,19.0,37.7,30.5,40.6,72.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48473,Waller,11.70941,8540:1,31.469799999999996,3178:1,14.540989999999999,6877:1,18.260959685,3103.0,18.5,75.929083195,77209,77.360284537,63553,1,14.0,17230.0,5.6,10.0,21.4,12.2,22.4,18.0,33.7,28.3,38.6,73.7,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48475,Ward,8.933359999999999,11194:1,18.23819,5483:1,,,23.329062567,3752.0,18.7,72.332704425,65610,21.315699072,10966,2,18.0,7980.0,5.9,9.4,21.5,13.5,26.1,18.2,33.3,33.6,37.8,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48477,Washington,61.296699999999994,1631:1,89.17232,1121:1,49.78014,2009:1,16.307010381,2429.0,20.3,76.887188162,67927,51.417399804,37007,0,,0.0,5.2,10.2,23.0,10.7,19.3,18.0,32.9,25.2,37.0,74.0,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48479,Webb,30.603299999999997,3268:1,58.703759999999996,1703:1,32.11592,3114:1,27.069553744,3493.0,31.6,75.766381342,57899,5.8596704029,269148,3,21.0,5305312.0,6.2,8.6,18.8,16.8,32.0,16.8,33.0,40.0,42.8,71.5,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48481,Wharton,38.34999,2608:1,59.89602,1670:1,54.992349999999995,1818:1,20.636659757,5141.0,21.3,73.714722329,60496,47.529468367,41739,1,13.0,5000.0,5.9,10.0,22.2,12.9,24.4,18.4,34.1,31.1,40.5,72.8,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48483,Wheeler,20.29633,4927:1,83.26395,1201:1,20.803,4807:1,25.673153826,2990.0,20.9,71.332638121,54682,100.0,4804,2,15.0,1673.0,6.1,10.4,24.7,11.8,23.2,19.6,33.5,29.2,37.3,72.2,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
48485,Wichita,83.03285,1204:1,221.23214,452:1,80.7829,1238:1,16.772329669,3674.0,23.6,72.958665325,61622,12.74835717,130180,4,19.0,20700.0,5.8,10.3,24.1,11.6,21.9,18.8,34.1,27.0,36.2,73.4,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv,AgeAdjPrv
